id,code,name,description,credits,school_id,created_at,updated_at
f8dcb040-f32a-493c-ab87-4a2dc509456f,CSE127,Introduction to Show,A foundational course in introduction to show offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
7f175d83-d923-4b38-bc67-758e5e952e22,CSE128,Introduction to Beyond,A foundational course in introduction to beyond offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f5f2a0c4-2234-4bc2-9c86-99d23e3db0f1,CSE129,Introduction to Form,A foundational course in introduction to form offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
327eeffc-b509-4bc2-90b0-ba11a4d8af4f,CSE130,Introduction to Late,A foundational course in introduction to late offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
12753d4c-d059-40e2-a600-7461957c725c,CSE131,Introduction to Form,A foundational course in introduction to form offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
3968a8ae-41d5-4301-9314-e14a05776b8a,CSE132,Introduction to Reduce,A foundational course in introduction to reduce offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f570e0a8-0204-4933-b23d-b5e27ce03cc0,CSE133,Introduction to Especially,A foundational course in introduction to especially offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
8f661011-68ea-4dc1-8053-dc8b4c303eca,CSE134,Introduction to House,A foundational course in introduction to house offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
0c4bd8b3-9906-4da5-92a7-dd0d45303a03,CSE135,Introduction to Claim,A foundational course in introduction to claim offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
e6417628-66c5-483d-93fb-bca9dcf4b916,CSE136,Introduction to Right,A foundational course in introduction to right offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ceb195f0-30b2-41c7-b9b6-892133ce0acc,CSE137,Introduction to Wind,A foundational course in introduction to wind offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
109f4e1b-7d75-4348-bd62-02eea3d44fb7,CSE138,Introduction to Matter,A foundational course in introduction to matter offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d9c77c81-3080-4cff-959a-15f16f62bc1f,CSE139,Introduction to Audience,A foundational course in introduction to audience offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
2e110171-54f7-43c4-90fa-1f94822b1e8f,CSE140,Introduction to Benefit,A foundational course in introduction to benefit offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
40fd6bd0-35d1-4ae7-8d83-cff66f24822d,CSE141,Introduction to Theory,A foundational course in introduction to theory offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
e61dfddb-595b-4a55-b83a-fed0dc00577a,CSE142,Introduction to Bed,A foundational course in introduction to bed offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
4a7a63cc-245e-4015-9412-a3f1d84c1935,CSE143,Introduction to Better,A foundational course in introduction to better offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a89b7a03-e278-4a15-897f-7204d9d29750,CSE144,Introduction to Lay,A foundational course in introduction to lay offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
e99a54d3-77a3-4ae6-b688-de9db71bbd48,CSE145,Introduction to Big,A foundational course in introduction to big offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
7a9ddb8b-3f22-4321-8233-693abc2220d8,CSE146,Introduction to Size,A foundational course in introduction to size offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
84d695e6-1d73-455b-9c42-b6b69aaf5707,CSE147,Introduction to Single,A foundational course in introduction to single offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a5749673-a16a-4755-a7bf-5c6bc2c2522e,CSE148,Introduction to Hotel,A foundational course in introduction to hotel offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
bffdc592-38e2-4cd8-95d4-a89d6c3d85e4,CSE149,Introduction to Task,A foundational course in introduction to task offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
cfdbba01-847e-45f0-9c2a-dca0bb876d60,CSE150,Introduction to Case,A foundational course in introduction to case offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
49dbb459-6ba1-4cf2-9d69-720ed193eb23,CSE151,Introduction to Only,A foundational course in introduction to only offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5cb0ceed-bb71-4bd2-815d-87ee71daa20d,CSE152,Introduction to As,A foundational course in introduction to as offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
47238113-6abf-4282-a24b-999d5ed2beb2,CSE153,Introduction to Peace,A foundational course in introduction to peace offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
8c0dd167-dc75-4081-8834-706bb00da86d,CSE154,Introduction to Or,A foundational course in introduction to or offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
0303c23a-bf0d-49cb-9f28-1b0620e6e5b6,CSE155,Introduction to Or,A foundational course in introduction to or offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
646d2a4d-436c-4efe-945a-e3a102ed56ef,CSE156,Introduction to Girl,A foundational course in introduction to girl offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
537ce0b5-f66a-4789-8b3a-543327fac901,CSE157,Introduction to Religious,A foundational course in introduction to religious offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
cd75fb9e-3c55-4d82-921f-b7b02e94bcf0,CSE158,Introduction to Can,A foundational course in introduction to can offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
52f1bff8-3c56-46b9-b743-48854fc47f72,CSE159,Introduction to Item,A foundational course in introduction to item offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
27e287e3-b5a5-4934-b921-7e0e4679359c,CSE160,Introduction to Health,A foundational course in introduction to health offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
558abcb4-f010-4791-9c67-7a081d2d8471,CSE161,Introduction to Tv,A foundational course in introduction to tv offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a7b9a619-1ed6-4797-b597-5d6ecff91352,CSE162,Introduction to Reduce,A foundational course in introduction to reduce offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ae199e20-d333-4a51-b108-ecd29aa740e2,CSE163,Introduction to Yeah,A foundational course in introduction to yeah offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
10f101dd-1b32-448b-a50b-473761f948d1,CSE164,Introduction to Social,A foundational course in introduction to social offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
7c336168-cf3e-4ad0-aaa4-55ae18ae3ef0,CSE165,Introduction to Land,A foundational course in introduction to land offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
de394d65-cae9-4f32-816d-63a0734d1eb5,CSE166,Introduction to Trip,A foundational course in introduction to trip offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
45f99fa2-888b-4daf-a7ce-aded66c73d37,CSE167,Introduction to Whole,A foundational course in introduction to whole offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f616e6c7-ec59-4bfb-8e11-81c0227f499f,CSE168,Introduction to Set,A foundational course in introduction to set offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ec827fcd-782a-43ad-9f6a-44ec6bacc556,CSE169,Introduction to Approach,A foundational course in introduction to approach offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
c84ffae1-4808-4035-9c4f-3cbd5f486cb4,CSE170,Introduction to Field,A foundational course in introduction to field offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
62f6554d-9b82-4ee4-a902-d0bd64bd95cd,CSE171,Introduction to Plan,A foundational course in introduction to plan offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d267489f-fad7-42a7-8cc6-0e5fcc352ad1,CSE172,Introduction to Forget,A foundational course in introduction to forget offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5c33c544-2fc8-4881-9f93-21df3860cb62,CSE173,Introduction to He,A foundational course in introduction to he offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
aa5ee9e0-6b2c-4550-9318-f6ace45459b5,CSE174,Introduction to Body,A foundational course in introduction to body offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
3901ad63-7274-4e03-9571-719baab003db,CSE175,Introduction to Participant,A foundational course in introduction to participant offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
582bc594-8ec5-4bf6-be58-73b80dcc03cc,CSE176,Introduction to Movement,A foundational course in introduction to movement offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
9734a805-f1f2-430b-9797-68a804d7fc31,CSE177,Introduction to Difference,A foundational course in introduction to difference offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
87ba7dbb-25c1-423f-bc25-4e04ee0d35a0,CSE178,Introduction to Clear,A foundational course in introduction to clear offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
33de2f30-4ccf-4869-a2af-d009419e4875,CSE179,Introduction to Realize,A foundational course in introduction to realize offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
8e5c2581-5b60-4e37-a877-a88e6969c054,CSE180,Introduction to Meet,A foundational course in introduction to meet offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5d0fb116-f869-44ab-8905-8f6911284f44,CSE181,Introduction to Door,A foundational course in introduction to door offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
2ed0b078-0f9a-49c0-9baf-916b3695e7df,CSE182,Introduction to Throw,A foundational course in introduction to throw offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
0cb3c672-4c50-4db0-a9ea-212e577e2fe1,CSE183,Introduction to Box,A foundational course in introduction to box offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ba8b904c-ca96-4bde-9c62-52565e89834f,CSE184,Introduction to Hard,A foundational course in introduction to hard offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
b360f81c-9e50-4564-b96c-984fc0cc842d,CSE185,Introduction to Through,A foundational course in introduction to through offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
de306595-d584-4cc7-8112-da5555617879,CSE186,Introduction to Only,A foundational course in introduction to only offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
3dac6c20-e9eb-45b0-ad7b-05a065f58b60,CSE187,Introduction to Hold,A foundational course in introduction to hold offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ffcd0499-be32-4cb6-85ee-f6e2d2d59d11,CSE188,Introduction to Building,A foundational course in introduction to building offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
dff21a2f-bab2-4a74-935c-3ad475351ba8,CSE189,Introduction to Sound,A foundational course in introduction to sound offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
add14f7c-7cb1-4682-817c-a9312fccb0b5,CSE190,Introduction to Family,A foundational course in introduction to family offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a81f17a6-1db8-4fc3-8eb9-2c4dc592a79d,CSE191,Introduction to Painting,A foundational course in introduction to painting offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
646f6b49-635a-4445-9131-d5d50d994b29,CSE192,Introduction to Draw,A foundational course in introduction to draw offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
c75c863e-3c46-4c02-a744-43af4a364f6d,CSE193,Introduction to Surface,A foundational course in introduction to surface offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a84e769c-bf46-4320-ba01-ce6c5ee3ecef,CSE194,Introduction to Laugh,A foundational course in introduction to laugh offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f08f80f7-f36a-44fa-b940-c8504069aab5,CSE195,Introduction to Through,A foundational course in introduction to through offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f6afebd1-e37b-430e-a1d0-02bf95fe90b2,CSE196,Introduction to Option,A foundational course in introduction to option offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
96e431a4-aebb-4ee4-9f82-82f56d8cf532,CSE197,Introduction to Speak,A foundational course in introduction to speak offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
00815da4-47db-428c-aa2d-aa6493d60ee1,CSE198,Introduction to Tell,A foundational course in introduction to tell offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
430aab13-9f8d-470b-9d0d-96debd27cfd9,CSE199,Introduction to Pretty,A foundational course in introduction to pretty offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
8ff3b580-a93f-4be7-993a-4f5175f0f07e,CSE200,Introduction to Positive,A foundational course in introduction to positive offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ae76929c-c765-4916-bd76-d6575ac201f4,CSE201,Introduction to Republican,A foundational course in introduction to republican offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
e7979bca-9ff8-4c89-a6d8-ea3fc696be2a,CSE202,Introduction to Question,A foundational course in introduction to question offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
eeab0f84-7e39-4c26-adce-2c32e3b93b06,CSE203,Introduction to Onto,A foundational course in introduction to onto offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a97e8c53-f23a-4914-a2cf-cc210cf053c9,CSE204,Introduction to Agree,A foundational course in introduction to agree offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
4b2ceddd-4870-4aec-bedf-0b2d09f768ae,CSE205,Introduction to Politics,A foundational course in introduction to politics offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
e324608c-e13c-478c-ab01-57fc2d49a99e,CSE206,Introduction to Woman,A foundational course in introduction to woman offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
b5df45ff-7ac4-45b7-bd4f-399f32fe7f3c,CSE207,Introduction to Really,A foundational course in introduction to really offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5d5e035d-3b99-4f9c-9759-37ccc2f04f23,CSE208,Introduction to Themselves,A foundational course in introduction to themselves offered by School of Computer Science and Engineering.,2,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
e22bf2bf-a93d-4253-bc0c-225c3281a2ea,CSE209,Introduction to Rule,A foundational course in introduction to rule offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d5869993-b8f3-451a-8454-44531f9005e7,CSE210,Introduction to Example,A foundational course in introduction to example offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5b59404c-8f71-4493-9b84-058945c1f103,CSE211,Introduction to Air,A foundational course in introduction to air offered by School of Computer Science and Engineering.,3,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f7b22944-4dc2-4e87-8568-0402c7a4665d,CSE212,Introduction to Couple,A foundational course in introduction to couple offered by School of Computer Science and Engineering.,4,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
